Username,Role,Action,Time
XF6N0R4,admin,Exit,2024-05-13 23:35:07
XF6N0R4,admin,Exit,2024-05-13 23:35:08
USOOUA9,management,Exit,2024-05-13 23:37:21
USOOUA9,management,Exit,2024-05-13 23:37:23
XF6N0R4,Login,2024-05-13 23:45:04
USOOUA9,Login,2024-05-13 23:46:24
W3PHXNA,Login,2024-05-13 23:47:19
XF6N0R4,Login,2024-05-13 23:54:22
USOOUA9,Login,2024-05-13 23:55:20
